medium,name,prints_available,artist_followers,num_views,material,subject,artist_name,date,num_favs,size,artist_country,price,artist_NoOfArts
Gouache,Golden Sentinel,Prints,12,255,Wood,Animal,Mike Brown,2015-12-15.000,10,18  H x  24  W x  0.1  in,United States,$2390.00,(22)
Oil,Evening  portrait,,29,413,Canvas,Love,Lesya Ros,2015-03-22.000,8,27.6  H x  31.5  W x  0.8  in,Ukraine,$7700.00,(43)
"Acrylic, Oil, Tempera, Pastel, Ink",Flow 15,,32,62,"Wood, Plastic",Abstract,Kayo Albert,2016-01-01.000,11,16  H x  20  W x  1  in,United States,$310.00,(32)
"Gouache, Watercolor",view from Captainerie Menton.,Prints,12,1548,Paper,Landscape,Pippa Cunningham,2011-09-20.000,24,22.8  H x  21.7  W x  0.4  in,United Kingdom,$3285.00,(22)
"Oil, canvas, Color",winter,Prints,0,27,"Canvas, Wood",Tree,Kristina Gaidamaka,1995-01-01.000,1,47.2  H x  47.2  W x  3.9  in,Ukraine,$6350.00,(6)
Oil,Reach,,47,93,Canvas,People,Francisco Jose Jimenez,2017-01-01.000,13,48  H x  37.8  W x  1.2  in,United Kingdom,$2810.00,(24)
Tempera,Flying Monkey,,5,592,"Paper, Other",Animal,Jean-Christian Knaff,2014-06-02.000,12,25  H x  20  W x  1  in,Canada,$3150.00,(21)
Oil,Poppy Pick-Me-Up,Prints,3,55,Canvas,Abstract,Claire Hardy,2017-01-01.000,8,24  H x  24  W x  1  in,United States,$1440.00,(5)
Acrylic,Pink Iceberg with Confetti,,6,281,Canvas,Landscape,rebecca chaperon,2015-03-18.000,11,10  H x  8  W x  1.5  in,Canada,$1265.00,(1)
Acrylic,Blue Jugs,,27,250,"Soft (Yarn, Cotton, Fabric)",Still Life,Julia Ismambetova,2008-01-01.000,10,17.7  H x  20.4  W x  2  in,Kazakhstan,$1490.00,(107)
Oil,Giada,,5,75,Canvas,Portrait,Sophie Westerlind,2014-01-01.000,8,47.2  H x  47.2  W x  1  in,Sweden,$1250.00,(17)
"Digital, Oil",Adrian's temple. Ephesus,Prints,25,367,Canvas,Architecture,Simon Kojin,2017-01-23.000,9,23.6  H x  27.6  W x  1.2  in,Russia,$76000.00,(105)
Acrylic,Early spring,,88,351,Canvas,Abstract,Dalma Dobisz,2016-01-01.000,16,37.4  H x  33.5  W x  0.8  in,Austria,$1590.00,(71)
"Gesso, Oil, Acrylic",Healing 3,Prints,46,604,Wood,Body,Jessica Hebden,2015-03-16.000,25,8.3  H x  6.7  W x  10.6  in,United Kingdom,$510.00,(11)
Oil,House of Cards,,7,163,"Canvas, Wood",Architecture,James Olley,2014-01-01.000,4,40  H x  30  W x  2  in,Canada,$4050.00,(22)
Oil,Peggy,,7,285,Wood,Portrait,Riley Doyle,2016-02-10.000,10,24  H x  18  W x  3  in,United States,$790.00,(15)
Acrylic,plans,Prints,150,1528,Canvas,Abstract,Jean Frater,2013-01-01.000,25,50  H x  50  W x  2  in,United States,$2710.00,(37)
Acrylic,Inner portrait 13,Prints,13,460,Canvas,Nature,ashenafe mestika,2014-02-21.000,21,47.2  H x  47.2  W x  1.2  in,Ethiopia,$1250.00,(13)
"Oil, paper",the outsider,Prints,164,2405,Canvas,Nature,Evalie Wagner,2013-03-13.000,102,35.4  H x  35.4  W x  0.8  in,Austria,$2290.00,(44)
Acrylic,The Apartment,,22,664,Canvas,Popular culture,art van kraft,2011-01-01.000,17,24  H x  36  W x  2  in,United States,$2490.00,(13)
"Acrylic, Oil",Systemic contradiction,,9,314,Canvas,Abstract,Agnes Liping,2015-01-01.000,9,63  H x  43.3  W x  1.2  in,Latvia,$3019.00,(13)
Oil,Human-in-square- T 7,,57,654,Canvas,Portrait,Monique FAVART,2012-01-01.000,19,39.4  H x  39.4  W x  0.8  in,France,$3550.00,(53)
"Acrylic, Ink, Gesso, Color, Manipulated",Kaleidoscope,Prints,4,244,Canvas,Abstract,Dee Dee Oliver,2016-01-01.000,13,20  H x  16  W x  0.5  in,United States,$360.00,(25)
Oil,Woman and tree,Prints,163,4668,Canvas,Nude,Rosaria Onotri,2011-03-31.000,65,39.4  H x  31.9  W x  1.6  in,France,$2750.00,(28)
"Acrylic, Oil",Good Old Days,Prints,17,6307,Canvas,Landscape,Shinya Kumazawa,2014-07-01.000,48,24  H x  30  W x  1  in,Canada,$1140.00,(24)
"Acrylic, Enamel, Oil, Tempera, Spray Paint",Oro Titanic,,8,394,Canvas,Abstract,Diego Rodríguez,2015-10-01.000,16,34.2  H x  25.3  W x  1.3  in,Mexico,$3550.00,(18)
"Oil, Gesso",Red Skyline,,8,534,Canvas,Cities,Jenny Pockley,2015-02-20.000,21,51.2  H x  66.9  W x  13.8  in,United Kingdom,$20800.00,(3)
"Acrylic, Charcoal, Pastel",Human being,,30,201,Canvas,Abstract,Evita Voudouri,2017-01-01.000,21,43.3  H x  38.6  W x  0  in,Greece,$2750.00,(31)
"Acrylic, Metal",hellbunt,Prints,15,179,Canvas,Abstract,Rena Reiner,2016-01-01.000,7,47.2  H x  39.4  W x  1.6  in,Germany,$4030.00,(6)
"oil, color",Una Buona Forchetta,,5,231,"Canvas, Soft (Yarn, Cotton, Fabric)",Portrait,Marita Liivak,2016-01-01.000,25,15  H x  15  W x  2  in,Estonia,$310.00,(11)
Oil,Back in the Foreground,Prints,65,1372,Canvas,Places,Samantha Nicole Russell,2014-01-01.000,27,59.1  H x  59.1  W x  1.4  in,United Kingdom,$2570.00,(5)
Acrylic,"Naples, Viridian, Purple",,35,740,Canvas,Abstract,tarini ahuja,2014-07-01.000,33,48  H x  72  W x  2  in,India,$2190.00,(71)
Acrylic,Dome of Human Kindness,Prints,11,506,"Canvas, Wood",Wall,Tom Henderson Smith,1972-06-14.000,6,98.4  H x  98.4  W x  98.4  in,United Kingdom,$12000.00,(24)
"Watercolor, Sumi, Pastel",A Dark and Stormy Night,,8,99,Paper,Landscape,Warren Criswell,2003-01-01.000,8,34  H x  26  W x  0.3  in,United States,$2390.00,(311)
"Oil, Photograph","Bahnfahrt / Journey by Train, RWV 142-07",,28,495,Cardboard,Landscape,Stephan Reichmann,2013-03-31.000,24,11.8  H x  19.7  W x  0.1  in,Germany,$740.00,(284)
"Oil, Acrylic",Detail,Prints,2,300,Canvas,Nude,Hazal Aksoy,2013-05-24.000,8,23.6  H x  31.5  W x  1.6  in,,$2190.00,(4)
Acrylic,Gentle Giant,,1,85,Canvas,Floral,Ronn Martin,2016-01-01.000,6,35  H x  35  W x  1  in,Canada,$1390.00,(17)
"Acrylic, Paint",Frozen,Prints,12,217,"Canvas, Wood, Other",Landscape,Annette Palmer,2016-01-01.000,15,9  H x  9  W x  1.3  in,,$170.00,(26)
Pastel,Home 2,,277,1298,Paper,Abstract,NIKOS LAMPRINOS,2015-01-01.000,10,39.4  H x  27.6  W x  0.4  in,Greece,$2110.00,(59)
"Acrylic, Gesso","""Cognition No.5"" 2015",Prints,6,353,Canvas,Abstract,Adamo Tiseo,2015-01-01.000,11,40  H x  30  W x  0.5  in,Canada,$840.00,(28)
"Acrylic, Oil, Wood, Found Objects, Stone",Audrey Orange,,28,503,Wood,Celebrity,Leonardo Montoya,2015-03-03.000,16,48  H x  72  W x  2  in,United States,$9850.00,(23)
Oil,Shield Medicine II,,4,383,Canvas,Abstract,Robert Orduno,2015-01-21.000,16,46  H x  46  W x  1.5  in,United States,$11500.00,(20)
Oil,"Paris, Le Parc Montsouris",Prints,9,295,Canvas,Landscape,Emvienne Maria Anvers,2015-01-01.000,23,15.7  H x  19.7  W x  1.2  in,France,$1460.00,(23)
"Ink, Pencil",Existence,,20,334,Paper,Abstract,Denise McCabe,2016-01-01.000,9,72  H x  48  W x  2.5  in,Ireland,$2410.00,(16)
"Oil, Ash, Charcoal, Graphite",The wolves are tired,,181,23,Canvas,Abstract,Anna Bergin,2017-01-01.000,2,10  H x  8  W x  1.5  in,United States,$265.00,(157)
Acrylic,Song of Love,Prints,5,232,Canvas,Abstract,Caroline Pyevich,2016-01-01.000,9,48  H x  36  W x  0.5  in,United States,$1250.00,(19)
Oil,April is the Cruelest Month,Prints,10,294,Canvas,Abstract,Sandra Speidel,2016-02-15.000,9,36  H x  36  W x  2  in,United States,$2450.00,(8)
Oil,A RIVER RUNS TROUGH IT,Prints,18,216,Canvas,Landscape,David Komander,2015-01-01.000,7,55.1  H x  55.1  W x  1  in,,$12000.00,(14)
Acrylic,TRIGO NUM 20,,26,205,"Canvas, Wood, Other",Geometric,Magdalena Purol,2016-03-01.000,13,39.4  H x  39.4  W x  0.8  in,Poland,$1690.00,(30)
Acrylic,Afternoon,Prints,93,647,"Canvas, Other",Landscape,Annabel Andrews,2014-09-26.000,26,45.7  H x  35  W x  0.8  in,Spain,$6050.00,(105)
Oil,"Remy, Kansas",Prints,94,550,Wood,Nature,Ken Vrana,2012-09-03.000,35,16  H x  16  W x  1  in,United States,$560.00,(246)
Acrylic,"Jungle of Dreams, No. 1",,0,105,Canvas,Abstract,F. C. Zielonka,2017-03-15.000,4,12  H x  9  W x  1.5  in,United States,$495.00,(6)
Oil,Piroska,Prints,53,2093,Canvas,Love,Jürgen Höritzsch,2011-01-01.000,16,23.6  H x  15.7  W x  2  in,Germany,$1340.00,(69)
Acrylic,strong language,,12,907,Canvas,Body,Rada Yakova,2015-05-08.000,11,57.1  H x  59.8  W x  2  in,Netherlands,$3750.00,(46)
Oil,Hedge 3-1,,3,353,Aluminium,Botanic,Zachary Beer,2014-11-03.000,17,10  H x  13.2  W x  0.8  in,United Kingdom,$1075.00,(7)
Oil,"""Red Napkin""",,3,20,Canvas,Food,Tamara Skrypka,2017-01-01.000,1,18  H x  24  W x  1  in,United States,$1030.00,(14)
"Acrylic, Enamel, Oil, Paint",Snow,Prints,63,1315,Canvas,Abstract,Yaryna Shumska,2014-12-30.000,31,25.6  H x  29.5  W x  0.8  in,Ukraine,$1040.00,(30)
Oil,Scarred Structure 3,,32,385,Canvas,Abstract,Malvina - Carola Liuba,2016-01-01.000,4,39  H x  28  W x  1  in,Romania,$850.00,(42)
"Acrylic, Spray Paint, Resin, Latex",Longwools,Prints,5,136,"Canvas, Cardboard",Animal,Jonathan Rozo,2016-01-01.000,5,60  H x  48  W x  1.5  in,United States,$6300.00,(26)
Oil,November,Prints,3,116,Canvas,Abstract,Paule Dubois Dupuis,2016-01-01.000,8,18  H x  18  W x  2.5  in,United States,$1265.00,(12)
Oil,Sudden Gush,Prints,6,380,Canvas,Landscape,Hilary Barry,2014-10-18.000,18,37.8  H x  37.8  W x  2  in,United Kingdom,$2250.00,(11)
Oil,no title,,10,191,Canvas,People,Jana Hirnerová,2015-01-01.000,8,55.1  H x  43.3  W x  0.8  in,Slovakia,$2090.00,(16)
"encaustic , Oil",Yasemine,,44,191,Wood,Abstract,Myriame Sarah,2016-01-01.000,4,24  H x  36  W x  1.5  in,Canada,$1502.00,(20)
"Acrylic, Oil, Paint",On the way,,17,765,Canvas,Travel,Andrei Bludov,2014-09-22.000,31,59.1  H x  55.1  W x  1  in,,$4910.00,(15)
"Ink, Paint, Oil, Paper",1449,,87,885,Paper,Nature,Casey McKee,2014-01-01.000,12,12.1  H x  10.2  W x  0  in,Germany,$560.00,(26)
Acrylic,Girl strange for the balloon,Prints,237,1671,Canvas,Children,Fred Calmets,2013-02-08.000,43,59.1  H x  59.1  W x  1.4  in,France,$4610.00,(5)
"Oil, Enamel",Antonioni's Blow Up,Prints,28,596,Canvas,Abstract,Kevin Reay,2015-01-01.000,17,10  H x  8  W x  1  in,Mexico,$250.00,(44)
Watercolor,Myna Birds,,3,165,Paper,Abstract,Stephen Lucas,2015-01-01.000,11,12  H x  9  W x  0.1  in,United States,$495.00,(32)
Tempera,"""Los tres carpinchos""",Prints,56,771,Paper,Animal,Diana de Molinari,2014-02-19.000,9,19.7  H x  27.6  W x  0.4  in,Argentina,$480.00,(64)
Acrylic,trainers,,20,422,Wood,Home,Eliseo Pau,2014-11-03.000,23,15.7  H x  16.9  W x  1.6  in,United Kingdom,$550.00,(19)
"Acrylic, Spray Paint, Emulsion, Fixative",Lady Baby Gypsy Queen Elephant Tiger Tangerine,Prints,352,62,Canvas,Animal,Michael Tierney,2017-01-01.000,6,29.5  H x  19.7  W x  1.6  in,United Kingdom,$1185.00,(49)
"Oil, goldleaf",sefoke path,,25,583,Canvas,Botanic,rebecca de figueiredo,2013-01-10.000,8,9.4  H x  9.4  W x  2.4  in,Botswana,$360.00,(61)
Oil,Baltic Project III,,28,252,Canvas,Airplane,Jacek Malinowski,2016-01-01.000,9,23.6  H x  27.6  W x  0.8  in,Poland,$2950.00,(42)
Acrylic,The Wave,,3,119,Canvas,Seascape,Stevyn Llewellyn,2015-01-01.000,5,24  H x  47  W x  0.6  in,United States,$2190.00,(137)
Acrylic,The Near Woods,,5,47,Canvas,Abstract,Bill Cross,2016-01-01.000,8,30  H x  40  W x  1.5  in,United States,$1050.00,(31)
"Acrylic, Oil",Coastline I,Prints,62,1144,Canvas,Nature,Clara Rossy,2004-01-01.000,26,39.4  H x  39.4  W x  1.2  in,Spain,$1590.00,(37)
Acrylic,on the ship . 2,Prints,66,303,Paper,Landscape,Paulus Hoffman,2016-01-01.000,3,29.5  H x  21.7  W x  0  in,Netherlands,$880.00,(195)
"Acrylic, Household, Ink, Oil, Spray Paint",Cŵm,,30,145,Canvas,Landscape,Tomos Rowlands,2016-05-14.000,13,23.6  H x  17.7  W x  1.6  in,United Kingdom,$1140.00,(14)
Spray Paint,Purple Heaven,,50,393,"Soft (Yarn, Cotton, Fabric)",Nature,Cathy Breslaw,2014-01-28.000,16,12  H x  15.5  W x  1  in,United States,$1030.00,(70)
Oil,Big Sky Country,,1,143,Canvas,Landscape,Hickory Mertsching,2014-01-01.000,6,28  H x  28  W x  2  in,United States,$1390.00,(4)
Oil,ORIGINAL Oil Painting Abstract Art Flowers in Vase on Table Still Life in Red Yellow Blue 17 x 29 inches (45cm x 75cm),,6,1023,Canvas,Floral,Faga Art,2015-05-06.000,18,17.7  H x  29.5  W x  0.4  in,Israel,$559.00,(23)
Acrylic,Unintentionally Expressive,Prints,4,395,Canvas,Abstract,bridgette duran,2015-09-01.000,8,36  H x  36  W x  1.5  in,United States,$690.00,(5)
"ink, acrylics",Oliver,Prints,19,116,Paper,Portrait,natalia berglund,2017-01-01.000,8,23  H x  16  W x  0.1  in,United States,$660.00,(27)
Oil,Birth,Prints,1,281,Paper,Abstract,Anania Kocharyan,2015-11-01.000,14,70  H x  50  W x  0.3  in,Armenia,$1640.00,(28)
"Ink, Acrylic, charcoal",Men,,761,2259,Canvas,Men,Simis Gatenio,2002-01-01.000,30,27.6  H x  19.7  W x  0.8  in,Greece,$1340.00,(122)
"Acrylic, Graphite",Spindrift,,1,32,Paper,Abstract,Lisa Miller,2017-01-01.000,1,20  H x  16  W x  1  in,United States,$180.00,(10)
"Acrylic, Oil",Entropy High XL,,69,566,Canvas,Seascape,Joerg Dressler,2016-01-01.000,72,30  H x  24  W x  1.5  in,United States,$3550.00,(15)
Acrylic,The Illusion Of Free Will,,51,390,Canvas,Mortality,DANIEL STROUP,2016-01-01.000,23,30  H x  30  W x  1  in,United States,$890.00,(34)
"Acrylic, Paper, Wood",Cubic Symmetry within 27x27 Cubic Grid,Prints,57,1032,"Paper, Wood, Other",Geometric,Vance Houston,2015-01-01.000,25,46  H x  46  W x  1  in,United States,$950.00,(90)
Oil,Escape,Prints,22,1080,Canvas,Landscape,Dionne Freeman,2014-01-01.000,55,40.6  H x  29.9  W x  1.6  in,United Kingdom,$820.00,(32)
"Oil, Charcoal",Suspension (east sky) XV,Prints,14,122,Canvas,Landscape,Peter Roux,2017-01-01.000,23,54  H x  54  W x  1.5  in,United States,$5350.00,(17)
"Oil, Enamel, Paint","""HAITIAN FIGHT SONG"" (MIngus)",,31,17,Canvas,Abstract,Doug Frohman,2011-01-01.000,6,42  H x  42  W x  3  in,United States,$6000.00,(20)
Acrylic,Trio,Prints,232,843,Canvas,People,Hildegarde Handsaeme,2003-01-01.000,17,47.2  H x  39.4  W x  0.8  in,Belgium,$3450.00,(100)
Acrylic,Small night,,24,297,Canvas,Abstract,Mika Natri,2015-01-01.000,9,12.2  H x  35.8  W x  2  in,Finland,$2140.00,(32)
Oil,Listen to the singing rivers,Prints,5,220,Canvas,People,Caroline Higgins,2015-09-04.000,3,19.6  H x  19.6  W x  1  in,United Kingdom,$930.00,(3)
Oil,Caminos / Paths,Prints,10,891,Canvas,Nature,Diana Riesco Lind,2012-05-15.000,19,39.4  H x  29.5  W x  1.2  in,Peru,$2950.00,(17)
Oil,the seamstress,,3,435,"Canvas, Wood",Women,Romanos Moukarzel,2015-08-13.000,10,12.4  H x  9.8  W x  0.2  in,United Kingdom,$1640.00,(7)
"Oil, Spray Paint, Charcoal, Stencil, Enamel",Numbers Station,,19,448,"Canvas, Paper",Abstract,Sarah Lapp,2016-01-01.000,24,48  H x  48  W x  1  in,United States,$4010.00,(24)
"Watercolor, Acrylic",Reds,Prints,22,433,Paper,Still Life,Tracy Williams,2015-01-01.000,20,22  H x  30  W x  0.2  in,United States,$1420.00,(10)
Oil,' TALKING SHADOWS ',Prints,66,600,Canvas,Landscape,PETER FOSTER MACLEOD,2015-01-01.000,13,46.9  H x  40.6  W x  2.8  in,Spain,$1960.00,(28)
Oil,Culmination of the Long Corridor,,16,33,Canvas,Women,Richard Mauro,2017-01-01.000,3,31  H x  23  W x  0.9  in,France,$1120.00,(9)
"Acrylic, Oil",Evening Shadows,Prints,12,528,Canvas,Nature,Julianne Felton,2003-01-01.000,7,34  H x  46  W x  1.5  in,United States,$3050.00,(52)
"Oil, Charcoal, Graphite, Color, Wax",Sequel,,21,29,Wood,Abstract,Jane Kenyon,2017-01-01.000,3,24  H x  24  W x  1.5  in,Canada,$880.00,(20)
"Oil, Full spectrum, Paint",Green Reflection,,36,549,"Canvas, Other",Landscape,Maja Đokić Mihajlović,2013-01-01.000,10,27.6  H x  39.4  W x  0.8  in,Serbia,$3150.00,(214)
"Watercolor, Pencil",After Vasks' Elegy,,2,46,Paper,Abstract,Mathieu Karsenti,2016-01-01.000,4,11.7  H x  8.3  W x  0.1  in,United Kingdom,$450.00,(7)
Oil,Danois's chimera,,42,1154,Canvas,Portrait,Marie-Suz Charmont,2014-01-01.000,34,39.4  H x  39.4  W x  1.6  in,France,$2190.00,(32)
Acrylic,sambesi 2,,95,1352,Canvas,Landscape,Claudia Bormann,2014-09-15.000,23,70.9  H x  114.2  W x  3.1  in,Germany,$8200.00,(59)
"Acrylic, Enamel",The Two Bulbs of an Hourglass Eventually Understand #01,Prints,19,1187,Canvas,Abstract,robert longyear,2014-07-15.000,35,30  H x  37  W x  2  in,United States,$1890.00,(23)
"Acrylic, Gesso, Ink, Fiberglass, Paint",Universos 20,,1,651,"Canvas, Soft (Yarn, Cotton, Fabric)",Abstract,Sofía Bullrich,2013-01-01.000,24,30.7  H x  291.3  W x  0.8  in,Argentina,$495.00,(18)
Oil,YELLOW LILIES,,56,811,Canvas,Floral,ZAAN CLAASSENS,2012-02-29.000,15,48  H x  50  W x  1  in,Canada,$2390.00,(21)
Oil,winter night,,4,75,Canvas,Landscape,Vira Ustianska,2017-01-01.000,8,19.7  H x  19.7  W x  0.6  in,Ukraine,$360.00,(14)
Acrylic,Untitled #1-15,,79,1701,Other,Abstract,Clint Andre Samuel,2015-01-04.000,40,36  H x  24  W x  0.8  in,United States,$3035.00,(67)
"Acrylic, Paper, Ink, Varnish, Pen",Butterflies on Warm Ochre,,256,1641,Canvas,Nature,Lily Greenwood,2016-01-01.000,80,60  H x  36  W x  1.3  in,United Kingdom,$4710.00,(45)
Oil,Gentle Approach,,13,174,Canvas,Abstract,Sherry Carter,2013-01-01.000,18,48  H x  60  W x  0.1  in,United States,$11750.00,(65)
Acrylic,Miniature - May Day,,6,571,Wood,Boat,Julie Drake,2015-05-11.000,34,5  H x  5  W x  0.1  in,United Kingdom,$135.00,(13)
Oil,Tomato Slice,,31,536,Canvas,Food,Annie Donlin,2014-01-01.000,9,39.4  H x  39.4  W x  0.6  in,Switzerland,$940.00,(26)
Oil,"Spheres Series In Red, Yellow & Black 1879.030814",Prints,88,776,Paper,Abstract,Kris Haas,2014-03-08.000,35,17  H x  11  W x  0  in,United States,$190.00,(96)
Oil,Portrait of young beautiful chinese girl,Prints,122,133,Canvas,Portrait,SUNSHINE ART,2016-01-01.000,29,25.6  H x  19.7  W x  0.8  in,China,$7450.00,(100)
Oil,The road to Balkhash,,5,123,Canvas,Floral,Leyla Mahat,2015-05-04.000,2,48  H x  32  W x  1  in,Kazakhstan,$4050.00,(56)
Oil,apples no.13,,73,751,Canvas,Food,Pasha Gryniuk,2014-01-01.000,18,11.8  H x  15.7  W x  0.8  in,Ukraine,$345.00,(60)
Oil,The Air Above,,0,181,Wood,Places,Gladys Poorte,2011-10-04.000,2,11.3  H x  14.8  W x  1.8  in,United States,$1240.00,(14)
Oil,the snow is leaving,,68,524,Canvas,Time,chris kunze,2014-04-21.000,36,14  H x  12  W x  0.2  in,United States,$445.00,(86)
Oil,1B-Woman,,24,1270,Canvas,Nude,Jordi Sugranes,2015-01-01.000,56,25.5  H x  21.2  W x  0.7  in,Spain,$1672.00,(22)
"Acrylic, Gesso, Graphite, Varnish, Charcoal",Raise Your Sails,,137,664,Canvas,Abstract,Leah Fitts,2015-01-01.000,19,24  H x  24  W x  1.5  in,United States,$680.00,(80)
"Acrylic, Ink",She is,,2,51,Paper,Erotic,Nataliia Reznikova,2013-01-01.000,5,31.5  H x  20.9  W x  0.1  in,Ukraine,$490.00,(11)
Oil,Ascend,,2,254,Canvas,Seascape,Mari Lynch,2016-01-01.000,10,10  H x  13.9  W x  0.8  in,United Kingdom,$200.00,(8)
Oil,Red cistern reflection,Prints,79,959,"Cardboard, Paper",Abstract,Aslihan Kaplan Bayrak,2010-01-01.000,12,5.9  H x  5.9  W x  0.2  in,Turkey,$185.00,(100)
Oil,•  San Gimignano,,11,959,Cardboard,Landscape,ERIC HALL PAINTINGS,2015-01-01.000,21,7  H x  14.3  W x  1  in,United States,$660.00,(18)
"Acrylic, Airbrush, Spray Paint, Watercolor","""Hope in their Eyes""",Prints,11,923,Canvas,Portrait,Justus Becker   COR,2014-01-01.000,17,47.2  H x  39.4  W x  2  in,Germany,$2410.00,(17)
Acrylic,Magnetic flowers,,8,556,Canvas,Botanic,Macka Macka,2016-01-01.000,7,15.7  H x  31.5  W x  1.2  in,Macedonia,$1140.00,(49)
Acrylic,The Rise and Fall of Water,,42,23,Canvas,Landscape,Ingrid Christie,2017-01-01.000,0,31.5  H x  39.4  W x  0.4  in,United Kingdom,$1760.00,(43)
Oil,Eclectic Green,,130,1141,Canvas,Landscape,Hadley Rampton,2014-07-31.000,32,36  H x  36  W x  1.5  in,United States,$3250.00,(63)
Acrylic,Everything is Illuminated,,19,1140,Canvas,Abstract,Julia Badow,2015-01-01.000,26,23.6  H x  23.6  W x  0.4  in,Germany,$2350.00,(27)
Oil,Stop 6th St Bridge,Prints,21,1838,Canvas,Landscape,Thomas Garner,2014-01-01.000,64,36  H x  36  W x  1.5  in,United States,$8700.00,(6)
Oil,""" Under the Bridge""",,9,54,Wood,Cities,Sonia Langer,2016-01-01.000,12,18  H x  24  W x  1  in,Canada,$560.00,(38)
Oil,Orchid II,Prints,7,628,Paper,Botanic,Marie Alsbrooks,2016-01-15.000,30,22.5  H x  15  W x  1  in,United States,$1340.00,(9)
"Oil, Charcoal, Ink",GAZE,Prints,8,550,Cardboard,Portrait,Kerry Beall,2016-01-01.000,12,23.2  H x  16.5  W x  0  in,United Kingdom,$650.00,(13)
Acrylic,fragments de Roma,Prints,71,650,Canvas,Abstract,Jeremie Zirnheld,2005-02-08.000,11,39  H x  39  W x  0.9  in,France,$2190.00,(31)
"Acrylic, Oil, Spray Paint",Temporary Barriers,,49,1918,Canvas,Landscape,Ariel Lockshaw,2015-09-15.000,51,36  H x  36  W x  2.5  in,United States,$2150.00,(14)
Oil,"Red Roses, Red Roses",,40,569,Canvas,Women,Mary Hatch,2006-06-01.000,13,48  H x  34  W x  1  in,,$5410.00,(27)
Oil,My Lady of the Various Sorrows,Prints,255,1641,Canvas,People,Tijana Titin,2013-12-20.000,38,56.3  H x  78.7  W x  1.2  in,Germany,$4310.00,(88)
"Acrylic, Oil",Flowers in the wind,Prints,190,598,Canvas,Floral,Simonida Djordjevic,2016-01-01.000,46,23.6  H x  19.7  W x  0.8  in,Serbia,$760.00,(70)
Oil,The middle room,,40,315,Canvas,Abstract,Maria Scarpini,2016-01-01.000,6,50  H x  30  W x  1  in,United States,$3550.00,(85)
"Watercolor, Paint",Dropping In,,1,189,Paper,Sports,Yuli Yap,2008-01-01.000,12,14.6  H x  9.8  W x  0.1  in,Malaysia,$395.00,(23)
Acrylic,Aluthgama 1,,16,201,Canvas,Abstract,Marco Kaufmann,2016-01-28.000,27,11.8  H x  11.8  W x  1.2  in,Germany,$1000.00,(8)
"Acrylic, Ink, Paper",Low Tide No. 1,,286,84,Paper,Nature,Lauren Matsumoto,2017-01-01.000,11,30  H x  22  W x  0.2  in,,$1450.00,(52)
"Oil, Spray Paint, Enamel, Airbrush, Acrylic",MixFonts OilBlue,Prints,48,476,Canvas,Abstract,Jaime Gil,2016-04-01.000,23,78  H x  59  W x  2  in,United States,$16000.00,(19)
Oil,Doctor,,60,594,Canvas,Portrait,Ioan Stefan Botis,2015-02-03.000,24,19.7  H x  27.6  W x  1.2  in,Romania,$1640.00,(26)
Oil,One day,Prints,8,263,Canvas,People,Nora S,2016-01-01.000,16,27.6  H x  23.6  W x  0.8  in,United Arab Emirates,$5010.00,(6)
Oil,Ocean,,17,237,Canvas,Landscape,Majda Skrinar,2009-01-01.000,10,27.6  H x  23.6  W x  0.8  in,Slovenia,$1150.00,(30)
Acrylic,Pismo,Prints,4,58,Canvas,Abstract,Robin Tripaldi,2014-01-01.000,14,40  H x  30  W x  2  in,United States,$990.00,(32)
Acrylic,No.0021,Prints,14,42,"Canvas, Aluminium, Plastic",Abstract,Oliver Szax,2017-01-01.000,1,31.5  H x  31.5  W x  0.6  in,Hungary,$990.00,(18)
Oil,Landscape,,2,326,Canvas,Landscape,Mats Ahlgren,2015-03-15.000,5,20.5  H x  26.8  W x  0.8  in,Sweden,$2750.00,(17)
Acrylic,55th and Chester,Prints,3,338,Canvas,Cities,John Troxell,2006-01-01.000,22,20  H x  24  W x  1  in,United States,$1030.00,(9)
Oil,Cafe Collette,Prints,85,230,Canvas,Architecture,Henry Beer,2016-01-01.000,13,15.7  H x  15.7  W x  0.8  in,Germany,$325.00,(169)
Oil,"River - original oil on canvas painting for sale, fine art, contemporary",Prints,2,353,Canvas,Water,Elena Stryzhak,2014-01-01.000,6,31.5  H x  23.6  W x  0.4  in,Ukraine,$940.00,(32)
